Topic,Count,Name,Representation,Representative_Docs
140,12,140_geopolitik_catatan_petani_sdmpetaniunggul,"['geopolitik', 'catatan', 'petani', 'sdmpetaniunggul', 'petanigodigital', 'avic', 'geostrategis', 'geografi', 'nahkoda', 'lumbung']","['catatan geostrategis internasional petani indonesia sebagai nahkoda arah bangsabangsa membangun dunia baru sdmpetaniunggul petanigodigital ccpresiden amp kanda menteri', 'siap kandasuksesampsehat selalu kanda menteri laporan catatan geopolitik internasional petani indonesia menuju lumbung pangan dunia yang damai sdmpetaniunggul petanigodigital ccpresiden amp mas', 'catatan geopolitik internasional petani indonesia menuju lumbung pangan dunia yang damai sdmpetaniunggul petanigodigital ccpresident kanda menteri mas']"
141,12,141_diuji_nabi_firaun_penyakit,"['diuji', 'nabi', 'firaun', 'penyakit', 'kemiskinan', 'nuh', 'ngeres', 'ayyub', 'pemerintahnya', 'planga']","['nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres', 'nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres', 'nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres']"
142,12,142_status_nasional_menetapkan_adadikompas,"['status', 'nasional', 'menetapkan', 'adadikompas', 'menyerah', 'telat', 'dinilai', 'ditetapkan', 'mengatasi', 'bencana']","['masyarakat di aceh menyatakan menyerah karena tak sanggup lagi mengatasi dampak bencana presiden ri dinilai belum telat untuk menetapkan status bencana nasional lingkungan adadikompas', 'masyarakat di aceh menyatakan menyerah karena tak sanggup lagi mengatasi dampak bencana presiden ri dinilai belum telat untuk menetapkan status bencana nasional lingkungan adadikompas', 'masyarakat di aceh menyatakan menyerah karena tak sanggup lagi mengatasi dampak bencana presiden ri dinilai belum telat untuk menetapkan status bencana nasional lingkungan adadikompas']"
143,12,143_hambalang_rapat_hunian_huniankorbanbencana,"['hambalang', 'rapat', 'hunian', 'huniankorbanbencana', 'korban', 'pembangunan', 'percepatan', 'memulihkan', 'dorong', 'terdampak']","['rapat darurat di hambalang menegaskan fokus presiden prabowo pada percepatan hunian dan pemenuhan kebutuhan dasar korban bencana huniankorbanbencana memulihkan warga terdampak', 'rapat di hambalang presiden prabowo dorong percepat pembangunan hunian korban bencana untuk memulihkan warga terdampak huniankorbanbencana', 'rapat di hambalang presiden prabowo dorong percepatan pembangunan hunian korban bencana huniankorbanbencana memulihkan warga terdampak']"
144,12,144_huntara_huntap_huniankorbanbencana_hunian,"['huntara', 'huntap', 'huniankorbanbencana', 'hunian', 'memulihkan', 'sumatra', 'terdampak', 'pembangunan', 'sementara', 'warga']","['presiden prabowo perintahkan percepatan huntara dan huntap di sumatra langkah cepat negara hadir untuk memulihkan warga terdampak pascabencana huniankorbanbencana', 'presiden perintah percepatan pembangunan hunian sementara huntara dan hunian tetap huntap bagi seluruh korban bencana di sumatra huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo secara tegas mendesak pembangunan hunian sementara huntara dan hunian tetap huntap bagi seluruh warga di sumatra huniankorbanbencana memulihkan warga terdampak']"
145,12,145_rehabilitasi_indonesiabangkit_tanggapbencana_fase,"['rehabilitasi', 'indonesiabangkit', 'tanggapbencana', 'fase', 'jangka', 'negarahadir', 'panjang', 'sumatera', 'prioritas', 'barat']","['pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit', 'pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit', 'pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit']"
146,11,146_nepalkanpejabatbusuk_nepalkan_nepal_melawan,"['nepalkanpejabatbusuk', 'nepalkan', 'nepal', 'melawan', 'putusan', 'tenda', 'pm', 'berpenghuni', 'assegaf', 'genzmilenial']","['presiden prabowo diminta pecat bahlil dan dirut pln buntut kebohongan soal listrik di aceh pulih nepalkanpejabatbusuk nepalkanpejabatbusuk', 'nepalkanpejabatbusuk nepalkanpejabatbusuk kapolri melawan presiden dan mk kesimpulannya apa', 'nepalkan pejabat busuk semakin hari negara semakin kacau polri berani melawan putusan mk dgn putusan kapolri yg menetapkan anggota polri boleh menduduki jabatan sipil pak msh presiden ri nepalkanpejabatbusuk nepalkanpejabatbusuk']"
147,11,147_tsunami_sby_disaster_aceh,"['tsunami', 'sby', 'disaster', 'aceh', 'ribuan', 'mendampingi', 'bulan', 'video', 'beberapa', 'jepang']","['betul malah sby bs jadi presiden lagi habis menetapkan tsunami bencana nasional', 'presiden tidak punya tongkat nabi musa sby juga gak punya boss tapi sby punya otak untuk mempercepat pemulihan bencana tsunami aceh sby rela tidur di pengungsian agar merasakan penderitaan rakyat aceh jangan terlalu banyak retorika akui bahwa anda tak mampu', 'saat mendampingi sby berkunjung ke lokasi tsunami sendai tahun beberapa bulan setelah tsunami ribuan masyarakat jepang meminta indonesia membantu pm jepang menangani rekonrehab mereka demonstrasi di depan pm yang mendampingi presiden sby mengagetkan bisa']"
148,11,148_transportasi_pusat_bangkit_pulihkan,"['transportasi', 'pusat', 'bangkit', 'pulihkan', 'mobilitas', 'pasca', 'penuh', 'ekonomi', 'pemerintah', 'pulih']","['prabowo fokus percepatan pembangunan akses darurat prabowo pulihkan infrastruktur prioritas utama agar mobilitas warga segera pulih penuh dukungan pemerintah pusat transportasi dan ekonomi harus bangkit pasca bencana kita tatap masa depan lebih kuat', 'presiden prabowo berdiskusi dengan jajaran pemerintah mempercepat akses darurat demi mobilitas warga prabowo pulihkan infrastruktur menjadi langkah nyata agar transportasi dan ekonomi bangkit pasca bencana dengan dukungan penuh pemerintah pusat', 'presiden prabowo bahas pemulihan akses darurat prioritas prabowo pulihkan infrastruktur demi mobilitas warga cepat pulih pemerintah pusat pastikan dukungan penuh agar ekonomi dan transportasi segera bangkit pasca bencana kita bangkit bersama']"
149,11,149_km_lorong_patuhi_papan,"['km', 'lorong', 'patuhi', 'papan', 'ditutup', 'penyelenggaraan', 'awas', 'harap', 'tanda', 'maklum']","['hrs awas kerja penyelenggaraan km km arah selatan dari klia ke bandar serenia lorong kanan ditutup patuhi arahan papan tanda harap maklum', 'hrs awas kerja penyelenggaraan km km arah selatan dari alor pongsu ke bukit merah lorong kanan ditutup patuhi arahan papan tanda harap maklum', 'hrs awas kerja penyelenggaraan km km arah selatan dari alor pongsu ke bukit merah lorong kanan ditutup patuhi arahan papan tanda harap maklum']"
150,10,150_bisnis_lain_orang_berkerak,"['bisnis', 'lain', 'orang', 'berkerak', 'crab', 'eiitts', 'beluk', 'congkak', 'dibumi', 'imigrasinya']","['atas nama agama kedatangan mereka diterima yg padahal kelakuan dan budaya buruk sedang dipertontonkan yg bila dibiarkan hanya akan membuat gaduh negara ini usir dan kembalikan mereka dari negeri ini', 'ini orang emang dasar otak bisnis negara aja dijadikan ladang bisnis sama ini orang udah gendut pak instansi pusat itu ngapain bikin badansatgas baru bnpb kagak bisa kerja bingung gua pola pikir ini orang', 'para menlu negaranegara kelompok tujuh g merampungkan pertemuan mereka yang berlangsung selama dua hari pada rabu dengan mengeluarkan pernyataan bersama yang membahas krisis ukraina dan situasi di timur tengah serta beberapa topik lainnya']"
